time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,strain_1,strain_2,strain_3,strain_4,strain_5,damage_type,damage_severity
0.0,10.720149729942936,10.724417253369683,10.732220882478524,-0.0006388942027545521,-0.004431323471961478,-0.007487419127458809,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.01,13.375683836482855,13.36910944857577,13.368315507987967,-0.0019332533999353594,0.005468464891647336,0.008649549923945983,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.02,11.680495392484218,11.667144294438318,11.668749057460849,-0.0053201510355046664,-0.014716380381679906,-0.0006386232787436194,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.03,1.8686183148084095,1.880900637145463,1.8631029322015942,-0.009592502901919151,0.0011288615671873365,-0.010418410461222428,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.04,-7.337930837029485,-7.341850955465544,-7.342620254315463,-0.006831204716943862,-0.0016696009279047568,-0.010152566334292462,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.05,-12.588224653681369,-12.592281384904354,-12.593083772412694,-0.021064310127194466,0.0025620552601911322,0.009831105346702765,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.06,-14.024155147438766,-14.018708355546654,-14.017864141399532,-0.004480469817717749,-0.007501991797896113,0.007287753827695847,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.07,-13.02194738640275,-13.018807013021485,-13.007102120283497,0.009873941422567315,0.00108465116385674,0.01043151993953766,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.08,-10.779247388150663,-10.767382589406601,-10.768541057725075,-0.01667462928962985,-0.008127108757353306,-0.0047123849412620735,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.09,-7.872593169294273,-7.881159566504757,-7.895974887528977,0.012768029208215044,-0.007070220218452568,0.008809948716711773,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.1,-4.574702536851521,-4.5494588091390105,-4.546508571581441,0.006958219302472495,0.008739882621828062,-0.010341290817784716,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.11,-0.9578667311393226,-0.9521325823031472,-0.9285797585947446,0.0032007514208263394,0.004612217699739783,-9.71723279089556e-05,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
0.12,2.752153618056873,2.7379617252224002,2.755777145098234,-0.0029347717779183834,0.010951840755428755,-0.017708043098471713,1.0059392593141681e-05,1.0611999704285105e-05,1.0670601036918206e-05,1.0654379554589483e-05,1.0007732944900769e-05,simulated,0.16892744599975812
